con_code,name,concept_name
600645.SH,中源协和,重组蛋白
301047.SZ,义翘神州,重组蛋白
000513.SZ,丽珠集团,重组蛋白
920047.BJ,诺思兰德,重组蛋白
920982.BJ,锦波生物,重组蛋白
688336.SH,三生国健,重组蛋白
920575.BJ,康乐卫士,重组蛋白
301087.SZ,可孚医疗,重组蛋白
688710.SH,益诺思,CRO
301201.SZ,诚达药业,CRO
300683.SZ,海特生物,CRO
603127.SH,昭衍新药,CRO
688202.SH,美迪西,CRO
688222.SH,成都先导,CRO
300149.SZ,睿智医药,CRO
301230.SZ,泓博医药,CRO
300347.SZ,泰格医药,CRO
688621.SH,阳光诺和,CRO
603456.SH,九洲药业,CRO
300725.SZ,药石科技,CRO
688073.SH,毕得医药,CRO
300363.SZ,博腾股份,CRO
603739.SH,蔚蓝生物,CRO
301509.SZ,金凯生科,CRO
300404.SZ,博济医药,CRO
688247.SH,宣泰医药,CRO
600222.SH,太龙药业,CRO
002250.SZ,联化科技,CRO
688046.SH,药康生物,CRO
688238.SH,和元生物,CRO
301333.SZ,诺思格,CRO
301520.SZ,万邦医药,CRO
920017.BJ,星昊医药,CRO
300759.SZ,康龙化成,CRO
301047.SZ,义翘神州,CRO
002821.SZ,凯莱英,CRO
300412.SZ,迦南科技,CRO
000739.SZ,普洛药业,CRO
301393.SZ,昊帆生物,CRO
688076.SH,ST诺泰,CRO
600721.SH,百花医药,CRO
603229.SH,奥翔药业,CRO
603259.SH,药明康德,CRO
688131.SH,皓元医药,CRO
301096.SZ,百诚医药,CRO
300012.SZ,华测检测,CRO
600227.SH,赤天化,阿兹海默
002082.SZ,万邦德,阿兹海默
002773.SZ,康弘药业,阿兹海默
002038.SZ,双鹭药业,阿兹海默
002020.SZ,京新药业,阿兹海默
300149.SZ,睿智医药,阿兹海默
600771.SH,广誉远,阿兹海默
002675.SZ,东诚药业,阿兹海默
301509.SZ,金凯生科,阿兹海默
688105.SH,诺唯赞,阿兹海默
000756.SZ,新华制药,阿兹海默
301258.SZ,富士莱,阿兹海默
600196.SH,复星医药,阿兹海默
000766.SZ,通化金马,阿兹海默
300244.SZ,迪安诊断,阿兹海默
002262.SZ,恩华药业,阿兹海默
688276.SH,百克生物,阿兹海默
600789.SH,鲁抗医药,阿兹海默
600557.SH,康缘药业,阿兹海默
603980.SH,吉华集团,阿兹海默
300204.SZ,舒泰神,单抗概念
002294.SZ,信立泰,单抗概念
002755.SZ,奥赛康,单抗概念
002773.SZ,康弘药业,单抗概念
002038.SZ,双鹭药业,单抗概念
688520.SH,神州细胞,单抗概念
688177.SH,百奥泰,单抗概念
688266.SH,泽璟制药-U,单抗概念
688235.SH,百济神州-U,单抗概念
002653.SZ,海思科,单抗概念
688513.SH,苑东生物,单抗概念
600276.SH,恒瑞医药,单抗概念
688062.SH,迈威生物-U,单抗概念
000963.SZ,华东医药,单抗概念
600521.SH,华海药业,单抗概念
300558.SZ,贝达药业,单抗概念
600535.SH,天士力,单抗概念
300485.SZ,赛升药业,单抗概念
688505.SH,复旦张江,单抗概念
603456.SH,九洲药业,单抗概念
603590.SH,康辰药业,单抗概念
300009.SZ,安科生物,单抗概念
000790.SZ,华神科技,单抗概念
000566.SZ,海南海药,单抗概念
688443.SH,智翔金泰-U,单抗概念
300006.SZ,莱美药业,单抗概念
002349.SZ,精华制药,单抗概念
688180.SH,君实生物-U,单抗概念
300142.SZ,沃森生物,单抗概念
600267.SH,海正药业,单抗概念
600645.SH,中源协和,单抗概念
600196.SH,复星医药,单抗概念
002603.SZ,以岭药业,单抗概念
600216.SH,浙江医药,单抗概念
300171.SZ,东富龙,单抗概念
600380.SH,健康元,单抗概念
002399.SZ,海普瑞,单抗概念
002022.SZ,科华生物,单抗概念
688276.SH,百克生物,单抗概念
000513.SZ,丽珠集团,单抗概念
301166.SZ,优宁维,单抗概念
000661.SZ,长春高新,单抗概念
600812.SH,华北制药,单抗概念
601607.SH,上海医药,单抗概念
002275.SZ,桂林三金,单抗概念
002007.SZ,华兰生物,单抗概念
688336.SH,三生国健,单抗概念
000028.SZ,国药一致,单抗概念
688606.SH,奥泰生物,单抗概念
600513.SH,联环药业,超级真菌
002755.SZ,奥赛康,超级真菌
002422.SZ,科伦药业,超级真菌
300267.SZ,尔康制药,超级真菌
600276.SH,恒瑞医药,超级真菌
688166.SH,博瑞医药,超级真菌
600521.SH,华海药业,超级真菌
600613.SH,神奇制药,超级真菌
000790.SZ,华神科技,超级真菌
000597.SZ,东北制药,超级真菌
600267.SH,海正药业,超级真菌
600196.SH,复星医药,超级真菌
600789.SH,鲁抗医药,超级真菌
002581.SZ,ST未名,超级真菌
605177.SH,东亚药业,超级真菌
603811.SH,诚意药业,超级真菌
002923.SZ,润都股份,超级真菌
300039.SZ,上海凯宝,超级真菌
600664.SH,哈药股份,超级真菌
600420.SH,国药现代,超级真菌
600812.SH,华北制药,超级真菌
000518.SZ,*ST四环,超级真菌
300057.SZ,万顺新材,纳米银
300131.SZ,英唐智控,纳米银
002149.SZ,西部材料,纳米银
002652.SZ,扬子新材,纳米银
000823.SZ,超声电子,纳米银
002456.SZ,欧菲光,纳米银
300209.SZ,行云科技,纳米银
688068.SH,热景生物,免疫治疗
002038.SZ,双鹭药业,免疫治疗
300813.SZ,泰林生物,免疫治疗
688266.SH,泽璟制药-U,免疫治疗
300016.SZ,北陆药业,免疫治疗
000989.SZ,九芝堂,免疫治疗
688513.SH,苑东生物,免疫治疗
688062.SH,迈威生物-U,免疫治疗
600521.SH,华海药业,免疫治疗
300558.SZ,贝达药业,免疫治疗
300485.SZ,赛升药业,免疫治疗
688621.SH,阳光诺和,免疫治疗
300009.SZ,安科生物,免疫治疗
300238.SZ,冠昊生物,免疫治疗
002675.SZ,东诚药业,免疫治疗
002019.SZ,亿帆医药,免疫治疗
688687.SH,凯因科技,免疫治疗
300181.SZ,佐力药业,免疫治疗
688393.SH,安必平,免疫治疗
688238.SH,和元生物,免疫治疗
600645.SH,中源协和,免疫治疗
300601.SZ,康泰生物,免疫治疗
688468.SH,科美诊断,免疫治疗
600196.SH,复星医药,免疫治疗
000516.SZ,国际医学,免疫治疗
600774.SH,汉商集团,免疫治疗
002004.SZ,华邦健康,免疫治疗
300318.SZ,博晖创新,免疫治疗
688566.SH,吉贝尔,免疫治疗
300314.SZ,戴维医疗,免疫治疗
002030.SZ,达安基因,免疫治疗
300272.SZ,开能健康,免疫治疗
000504.SZ,*ST生物,免疫治疗
688278.SH,特宝生物,免疫治疗
301166.SZ,优宁维,免疫治疗
600851.SH,海欣股份,免疫治疗
603222.SH,济民健康,免疫治疗
300147.SZ,ST香雪,免疫治疗
002605.SZ,姚记科技,免疫治疗
300247.SZ,融捷健康,免疫治疗
000518.SZ,*ST四环,免疫治疗
002252.SZ,上海莱士,免疫治疗
600568.SH,ST中珠,免疫治疗
600682.SH,南京新百,免疫治疗
