序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
35,002389,航天彩虹,9.987566947937012,26.54,3336803024,26135478010.04,26139671064.64,12.930229187011719,117110005,094427,140012,1,1/1,1,航空装备
36,301338,凯格精机,19.9986629486084,179.65,1075407168,10626297500.0,19114760000.0,10.524925231933594,84295373,094536,103621,3,1/1,1,专用设备
37,002842,翔鹭钨业,10.009624481201172,45.72,3206663760,12274096767.48,14958322859.52,26.65340805053711,83336587,094621,131330,7,8/4,2,小金属
38,600227,赤天化,10.06944465637207,3.17,470888032,4049991375.5099998,5353266745.599999,11.769681930541992,72355367,094724,094724,0,4/2,1,农化制品
39,000912,泸天化,10.082304000854492,5.35,335189184,8388799999.999999,8388799999.999999,4.090581893920898,81977381,094818,094818,0,1/1,1,农化制品
40,002667,威领股份,9.985869407653809,23.35,408699728,5524866850.0,6084811525.0,7.646383762359619,93351665,094912,094912,0,1/1,1,专用设备
41,001267,汇绿生态,10.0,33.55,1739308416,20336644112.399998,26342274745.6,8.75101375579834,60839570,100048,103833,3,1/1,1,基础建设
42,002356,赫美集团,9.952607154846191,4.64,764973936,6084186177.44,6084221009.919999,12.948578834533691,52169840,100142,100142,0,2/2,2,一般零售
43,003009,中天火箭,10.0,75.13,1051507984,11675438884.89,11677701424.84,9.221488952636719,95497442,100212,101415,1,1/1,1,航天装备
44,002380,科远智慧,10.00307846069336,35.74,416511184,5066212548.6,8577301535.26,8.473407745361328,68198853,100300,100300,0,1/1,1,IT服务Ⅱ
45,001400,江顺科技,9.998351097106934,133.45,306483392,2001749999.9999998,8006999999.999999,15.872819900512695,25602916,100445,100445,0,3/2,1,专用设备
46,603629,利通电子,9.996582984924316,64.37,2789883872,16533563240.000002,16889400600.000002,17.298673629760742,63733509,100853,134426,1,2/2,2,消费电子
47,002040,南 京 港,10.01838207244873,11.97,669834144,5818323076.650001,5840725494.240001,11.993080139160156,58485420,101842,103215,2,1/1,1,航运港口
48,000968,蓝焰控股,10.0,9.46,719207488,9152575163.6,9152575125.76,7.982158660888672,67641327,102439,102439,0,1/1,1,油气开采
49,600236,桂冠电力,10.011248588562012,9.78,245279157,77089654903.56,77089654179.84,0.3258879780769348,53397900,102851,130809,1,1/1,1,电力
50,300191,潜能恒信,19.99457550048828,44.23,1517931152,9783454850.0,14153599999.999998,16.01214027404785,124069351,103300,103300,0,1/1,1,油服工程
51,000637,茂化实华,9.93914794921875,5.42,221586120,1976050998.1,2817724451.2,11.590069770812988,70763059,103500,103500,0,1/1,1,炼化及贸
52,600968,海油发展,10.043667793273926,5.04,1394040624,51232125162.96,51232124805.12,2.764432907104492,116984175,104942,104942,0,1/1,1,油服工程
53,002554,惠博普,9.905660629272461,4.66,931172832,6213972646.5,6215135572.8,15.480047225952148,147847992,105645,105645,0,1/1,1,油服工程
54,920088,科力股份,29.998106002807617,68.6,785411760,2180197042.7999997,6041704899.999999,37.349830627441406,54106123,110150,110150,0,1/1,1,油服工程
55,600583,海油工程,9.986129760742188,7.93,2032613664,35061343564.0,35061343183.36,5.987306118011475,158341331,110229,110644,2,1/1,1,油服工程
56,603727,博迈科,9.994447708129883,19.81,492595504,5580858877.37,5580858936.799999,9.093629837036133,41910689,110256,110256,0,1/1,1,油服工程
57,301158,德石股份,20.0,31.2,831163312,4571437447.2,4691559912.0,19.6524715423584,143138268,110503,110503,0,1/1,1,专用设备
58,600989,宝丰能源,9.98746395111084,26.32,6077224960,193014035200.0,193014038568.96,3.189894914627075,34874105,112010,144640,13,1/1,1,化学原料
59,600938,中国海油,10.008363723754883,39.46,6931981568,117985400000.0,1875531986734.08,5.9288249015808105,544273871,112011,112011,0,1/1,1,油气开采
60,002629,仁智股份,10.0,7.37,558367488,3119678622.5,3140342260.0,18.50078010559082,155998136,112842,112842,0,1/1,1,油服工程
61,603115,海星股份,10.0,30.91,437802592,7476832264.0,7476832264.0,6.0038323402404785,71442283,130025,130025,0,1/1,1,元件
62,600688,上海石化,10.094637870788574,3.49,853758320,25577559115.0,36793735424.0,3.4256668090820312,172592704,130440,130440,0,1/1,1,炼化及贸
63,300157,新锦动力,20.02861213684082,8.39,1956463056,5938648662.4800005,6325537403.68,34.87716293334961,131199195,130500,130500,0,1/1,1,通用设备
64,603738,泰晶科技,10.009182929992676,23.96,1706566576,9245864308.32,9245864212.48,19.685945510864258,72216638,130606,131603,5,2/2,2,元件
65,000096,广聚能源,10.03649616241455,12.06,512104336,6160826880.0,6367680000.0,8.593433380126953,140454655,130621,130621,0,1/1,1,炼化及贸
66,603011,合锻智能,9.996109962463379,28.28,2005983248,13982040278.36,13982040136.960001,14.822148323059082,145345173,131733,131733,0,1/1,1,专用设备
67,603257,中国瑞林,9.9954833984375,73.07,763463888,1819442999.9999998,8768400000.0,43.51454162597656,17074266,131836,135918,9,2/2,2,工程咨询
68,603083,剑桥科技,10.0,113.74,5214329088,31345421545.02,40110452856.32,17.266403198242188,5766390,131943,145328,3,1/1,1,通信设备
69,603861,白云电器,9.98389720916748,20.49,791624416,10830736934.22,11075417736.48,7.69758939743042,102602527,132333,132333,0,1/1,1,电网设备
70,601857,中国石油,10.036831855773926,11.95,10222251520,1934968829925.0999,2187100689203.2,0.5405300259590149,33505672,132636,141157,16,1/1,1,炼化及贸
71,600256,广汇能源,10.034013748168945,6.47,4800337664,41356259177.08,41356259875.84,11.896430969238281,74382562,132918,140942,1,1/1,1,炼化及贸
72,002432,九安医疗,10.002252578735352,48.83,2453993952,21407543551.309998,22704767923.36,11.897871017456055,67600056,133054,142948,1,1/1,1,医疗器械
73,000960,锡业股份,10.009016990661621,48.8,6190157824,80315135257.59999,80315135257.59999,7.920106410980225,8869644,134627,145339,9,2/2,2,小金属
74,601069,西部黄金,10.011031150817871,39.89,2525345776,35389946991.270004,36339754896.8,7.5140380859375,92445075,134813,134813,0,1/1,1,贵金属
75,002545,东方铁塔,9.985315322875977,29.96,933516560,33859704691.68,37272099916.8,2.873537302017212,59773196,135306,135306,0,1/1,1,农化制品
76,001337,四川黄金,10.00592041015625,55.74,2436910096,16078537440.0,23410800000.0,15.788803100585938,134152969,135409,135409,0,1/1,1,贵金属
77,300139,晓程科技,20.006017684936523,79.78,5940134912,18641332970.5,21859720000.0,34.133583068847656,112516685,141512,141824,2,1/1,1,贵金属
78,603950,长源东谷,9.997753143310547,48.96,1081899456,15843788928.0,15869443968.0,7.1016716957092285,13984934,141755,141755,0,7/4,3,汽车零部
79,002155,湖南黄金,10.0,41.47,10729962240,64797300357.79,64803149908.64,16.979177474975586,170971811,141951,141951,0,2/2,2,贵金属
80,603393,新天然气,10.008805274963379,37.48,1785542352,15862335485.88,15888571373.439999,11.72596263885498,5232208,142540,145104,7,1/1,1,燃气Ⅱ
81,601872,招商轮船,9.975369453430176,17.86,7071400960,144211257645.72,144211257538.56,5.142236709594727,182309004,142819,142819,0,7/4,1,航运港口
82,605117,德业股份,10.0,114.95,1791963776,104475680018.05,104475680592.8,1.759649395942688,1496534,143019,145628,4,1/1,1,光伏设备
83,000506,招金黄金,10.0,22.33,2483445248,20738026439.129997,20744966580.8,12.60499095916748,47674550,143109,143109,0,1/1,1,贵金属
84,688307,中润光学,19.992002487182617,60.02,551191936,5328215480.0,5328215480.0,11.273917198181152,75497897,143151,143151,0,1/1,1,计算机设
85,600988,赤峰黄金,9.994989395141602,43.91,6326835968,73062348607.98,83447055089.43999,9.119038581848145,6465835,143230,145300,2,1/1,1,贵金属
86,600435,北方导航,10.029153823852539,18.87,3184449152,28538190723.63,28538190629.280003,11.47867488861084,103668496,143647,143647,0,1/1,1,地面兵装
87,600259,中稀有色,10.001958847045898,112.29,3075953344,37778388333.9,37778387660.16,8.390998840332031,10404566,144726,145223,1,2/2,2,小金属
88,300084,海默科技,19.982158660888672,13.45,1411175136,4655067031.099999,6837844208.799999,33.31784439086914,72965819,145324,145324,0,1/1,1,专用设备
