序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
19,600666,奥瑞德,9.944750785827637,3.98,588054256,9630616681.3,10950760620.16,6.163329124450684,71152052,093458,135816,1,1/1,1,光学光电
20,600875,东方电气,10.007819175720215,42.21,3404042720,95536703974.95,145977389107.2,3.6271462440490723,334864381,093501,094622,1,1/1,1,其他电源
21,603773,沃格光电,10.011092185974121,39.67,303872752,8909113711.11,8912207971.11,3.4554266929626465,122598944,093616,093616,0,1/1,1,光学光电
22,300269,联建光电,20.0,8.64,639183408,4541871769.92,4744343439.360001,14.487324714660645,139034784,093618,093618,0,1/1,1,光学光电
23,920001,纬达光电,29.981718063354492,21.33,217860145,1891779456.6,3277486831.3199997,11.89168643951416,60066879,093633,093633,0,1/1,1,光学光电
24,002845,同兴达,10.021023750305176,15.7,197699756,3928695010.7,5142561878.4,5.126957416534424,112024210,093742,093742,0,1/1,1,光学光电
25,003036,泰坦股份,10.0,18.26,91666057,3949006331.82,3949107674.82,2.3698196411132812,60827712,093745,093745,0,1/1,1,专用设备
26,000509,华塑控股,10.0,3.63,169414456,3895443053.04,3895454814.24,4.389638423919678,140412030,093745,093939,2,1/1,1,光学光电
27,300241,瑞丰光电,19.967533111572266,7.39,1011001392,4333347217.13,5174949777.599999,23.854915618896484,79149649,093806,093906,1,1/1,1,光学光电
28,600800,渤海化学,10.068650245666504,4.81,629951728,5337802338.96,5339317488.96,12.04111385345459,15775650,093927,131242,2,1/1,1,炼化及贸
29,300303,聚飞光电,20.01915740966797,12.53,3103293072,16654850764.58,17752573165.6,19.11944580078125,323688229,094036,094036,0,1/1,1,光学光电
30,688055,龙腾光电,20.056495666503906,4.25,229378133,14166666950.0,14166666984.0,1.6491385698318481,8640505,094122,145037,4,1/1,1,光学光电
31,000536,华映科技,9.976798057556152,4.74,424831104,13097011125.84,13110995472.0,3.2868263721466064,88979436,094221,094221,0,1/1,1,光学光电
32,000045,深纺织Ａ,10.0,13.2,198919789,6032688406.799999,6686088499.2,3.343750476837158,92984944,094239,094239,0,1/1,1,光学光电
33,002952,亚世光电,10.004150390625,26.5,362935360,3488593348.0,4355010000.0,10.769529342651367,36888000,094436,094612,2,3/2,1,光学光电
34,300389,艾比森,20.0,20.64,388553040,4812862465.440001,7618230604.8,8.429207801818848,122459122,094730,094730,0,1/1,1,光学光电
35,601727,上海电气,10.0,9.46,5110245120,119343950956.56001,147009550336.0,4.3362016677856445,354953777,095042,095042,0,1/1,1,其他电源
36,002857,三晖电气,10.004631042480469,23.75,221634575,3040000000.0,3102557500.0,7.40834379196167,17657412,095333,101806,1,1/1,1,电网设备
37,605098,行动教育,10.0,51.26,153080704,6112811386.0,6112811386.0,2.544647455215454,19884010,095501,095501,0,1/1,1,教育
38,000555,神州信息,10.01220989227295,18.02,689235376,17513702187.239998,17583455264.64,4.045887470245361,104886743,095703,095703,0,1/1,1,IT服务Ⅱ
39,002796,世嘉科技,9.99808120727539,57.32,1132216368,13052234195.960001,14465673459.36,8.811623573303223,45440716,095806,142800,1,1/1,1,通信设备
40,002456,欧菲光,10.011248588562012,9.78,1492350192,32440547884.079998,32879310019.199997,4.690169811248779,121338983,095809,100233,1,1/1,1,光学光电
41,002800,天顺股份,10.009398460388184,23.41,153185006,3426587248.0,3564244298.47,4.627991199493408,88875034,100227,100227,0,1/1,1,物流
42,300708,聚灿光电,20.03835105895996,12.52,3038486768,8889378460.08,11755217703.039999,35.0831184387207,14775603,100309,145036,11,1/1,1,光学光电
43,601179,中国西电,10.024301528930664,18.11,5718916864,92829729394.72,92829729684.48,6.334596157073975,222398967,101000,101000,0,1/1,1,电网设备
44,688079,美迪凯,19.96527671813965,13.82,298201264,5586265935.38,5685299018.88,5.560297012329102,39463963,101543,101543,0,1/1,1,光学光电
45,000920,沃顿科技,10.008070945739746,13.63,171727824,6441519163.34,6441825865.6,2.7345974445343018,143604303,102433,102433,0,1/1,1,塑料
46,600744,华银电力,9.975668907165527,9.04,2765040720,18361363436.96,18361363418.879997,15.56156063079834,154539984,102625,102707,1,6/3,1,电力
47,600468,百利电气,10.038609504699707,8.55,1065176912,9300136994.550001,9300137054.400002,11.783967971801758,115138993,103500,103500,0,1/1,1,电网设备
48,600828,茂业商业,9.932659149169922,6.53,416527152,11305781981.93,11309846012.32,3.7780375480651855,130574996,103617,103617,0,1/1,1,一般零售
49,002195,岩山科技,9.979423522949219,10.69,8092558592,59877487701.28,60618228930.56,13.811347007751465,227423635,104212,142239,5,1/1,1,IT服务Ⅱ
50,002520,日发精机,10.081300735473633,6.77,346437024,4857069957.67,5079159787.36,7.35421895980835,113127038,104915,104915,0,1/1,1,通用设备
51,002471,中超控股,9.975668907165527,9.04,2010483360,12136866817.519999,12373590399.999998,17.016101837158203,94562820,105603,130351,1,1/1,1,电网设备
52,600516,方大炭素,10.079999923706055,6.88,2873641680,27698676131.84,27698676131.84,10.555638313293457,20938585,110517,150000,7,1/1,1,冶钢原料
53,002559,亚威股份,9.978991508483887,10.47,382831408,5277626081.7300005,5756039801.280001,7.419436931610107,80356998,110909,110909,0,1/1,1,通用设备
54,600844,金煤科技,9.939759254455566,3.65,272416512,3002966814.1,3710313476.0,9.52532958984375,36656946,111219,111219,0,1/1,1,化学原料
55,603058,永吉股份,10.00800609588623,13.74,214726889,5683030624.9800005,5697466432.32,3.8962063789367676,42371412,111745,111745,0,1/1,1,包装印刷
56,002733,雄韬股份,10.02247142791748,24.48,694386400,9029760340.32,9405581045.76,7.963957786560059,100067997,130124,130124,0,1/1,1,电池
57,002986,宇新股份,10.034364700317383,16.01,443004336,4832417446.42,6085743485.920001,9.46893310546875,61482658,130412,130412,0,1/1,1,炼化及贸
58,002913,奥士康,10.0,48.29,455376512,14568292062.06,15325339124.48,3.2625691890716553,75470992,130757,130757,0,1/1,1,元件
59,001267,汇绿生态,10.0,36.96,2964627728,22403647284.48,29019686277.12,13.740524291992188,87067669,130833,144900,2,4/2,1,基础建设
60,605298,必得科技,10.004416465759277,49.81,195717261,9277162310.0,9356808500.0,2.18863844871521,50353476,131116,131116,0,1/1,1,轨交设备
61,600590,泰豪科技,10.022438049316406,14.71,977097712,12408907683.33,12545713934.240002,8.203667640686035,92628075,131124,131124,0,1/1,1,军工电子
62,000815,美利云,10.014836311340332,14.83,1551498256,10310750809.05,10310750883.2,15.41606616973877,28513641,131221,145606,8,1/1,1,IT服务Ⅱ
63,300895,铜牛信息,20.007801055908203,61.54,1268356608,8503120511.16,8664872431.78,15.65429973602295,21070003,131451,142342,3,1/1,1,IT服务Ⅱ
64,603337,杰克科技,9.992524147033691,44.14,240691603,20910243172.74,21028812261.44,1.1921883821487427,93492934,133146,133146,0,1/1,1,专用设备
65,603067,振华股份,10.0,45.87,1543580640,32602573905.989998,32602573676.64,4.858317852020264,47828649,134014,140259,2,1/1,1,化学原料
66,300072,海新能科,20.0,5.88,1567438112,13708404267.6,13816355387.52,12.218937873840332,26708994,135200,142851,3,1/1,1,化学制品
67,603001,奥康国际,9.988518714904785,9.58,105899255,3841388400.0,3841388400.0,2.8544814586639404,64344070,135823,135823,0,1/1,1,服装家纺
68,000703,恒逸石化,10.0,13.09,1078755008,46906281504.39,47158318419.52,2.4000606536865234,391391,140624,144027,5,1/1,1,炼化及贸
69,688031,星环科技-U,19.998924255371094,223.21,2668698960,27038747810.36,27038747810.36,10.928951263427734,58391289,143901,144546,3,1/1,1,软件开发
