序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
17,600545,卓郎智能,9.921670913696289,4.21,714124864,7527110454.62,7527110463.04,9.821280479431152,58643952,095636,103327,2,1/1,1,专用设备
18,603421,鼎信通讯,10.021322250366211,10.32,859430640,6730606073.52,6730606083.84,13.144960403442383,31639943,095820,110150,1,5/3,1,通信设备
19,000639,西王食品,10.175437927246094,3.14,340685056,3389400064.08,3389404221.44,10.323563575744629,88731790,095930,095930,0,1/1,1,食品加工
20,002467,二六三,9.941520690917969,7.52,1593076496,10278967356.64,10342796477.439999,15.848691940307617,131113275,100030,100909,1,1/1,1,通信服务
21,000533,顺钠股份,10.023585319519043,18.66,3585523088,12780278784.0,12890626560.0,29.589651107788086,115752607,100118,101324,4,9/5,1,电网设备
22,605299,舒华体育,9.968354225158691,13.9,258589790,5688248669.7,5688248739.2,4.680033206939697,111041470,100157,100157,0,1/1,1,文娱用品
23,600152,维科技术,10.030706405639648,10.75,646662144,5687603281.25,5687603292.0,11.884139060974121,81377199,100459,100459,0,1/1,1,电池
24,002990,盛视科技,9.992401123046875,28.95,199557879,3882061482.6,7580619395.099999,5.278224945068359,110032581,100924,100924,0,1/1,1,计算机设
25,300042,朗科科技,20.0,45.6,1540742480,9137398680.0,9138240000.0,18.023298263549805,43231353,101657,102924,2,1/1,1,计算机设
26,603778,国晟科技,10.00487995147705,22.54,2113329392,14489999980.68,14800713565.119999,15.091817855834961,102674208,102018,102618,1,4/2,1,光伏设备
27,600751,海航科技,9.923664093017578,4.32,553229744,11116176704.640001,12525139192.320002,5.121127605438232,54692496,103227,103227,0,1/1,1,航运港口
28,002426,胜利精密,10.098522186279297,4.47,2194454672,15209621512.769999,15209737862.4,14.832886695861816,159464568,105427,105427,0,1/1,1,消费电子
29,002636,金安国纪,10.0172119140625,31.96,1507037408,23149120727.32,23266880000.0,6.8740034103393555,149885368,105606,105606,0,1/1,1,元件
30,000620,盈新发展,9.966776847839355,3.31,1051506512,15463488577.65,19435708206.08,7.0580058097839355,153539626,112024,112024,0,1/1,1,房地产开
31,600667,太极实业,9.9609375,11.26,2393492208,23550764924.28,23550764901.76,10.568775177001953,184813679,112407,112407,0,1/1,1,工程咨询
32,605366,宏柏新材,9.989806175231934,10.79,560313392,7818407942.15,7818407931.36,7.508786201477051,118186549,130149,130149,0,1/1,1,化学制品
33,601975,招商南油,10.068650245666504,4.81,2572568624,22512457901.179996,22512457410.559998,11.816990852355957,30642874,130532,133044,7,1/1,1,航运港口
34,002995,天地在线,9.991119384765625,24.77,483185760,2784574242.16,4395547469.6,17.97272491455078,174543291,130851,130851,0,1/1,1,广告营销
35,002980,华盛昌,9.988616943359375,38.65,519962640,3918721335.6,7320354834.0,13.804189682006836,109725804,131739,131739,0,1/1,1,电网设备
36,603986,兆易创新,9.998922348022461,306.16,13600507648,204467359681.76,214649525479.68002,6.928790092468262,747202461,132534,133601,1,1/1,1,半导体
37,300606,金太阳,20.005891799926758,40.73,895933152,4792881814.78,5634906952.98,20.0333309173584,153805888,132803,132803,0,1/1,1,通用设备
38,603052,可川科技,10.0,64.13,602739184,12049852694.66,12049852694.66,5.275407314300537,107101973,135714,135714,0,1/1,1,消费电子
39,000890,法尔胜,10.009016990661621,12.2,1531178816,5117790761.2,5117948409.599999,31.123615264892578,2543700,140833,145554,4,16/9,3,环保设备
40,603175,超颖电子,10.003742218017578,88.19,693139920,3880298972.52,38541616436.32,18.873132705688477,59007047,141347,141347,0,1/1,1,元件
41,002235,安妮股份,9.990485191345215,11.56,998810160,6399365171.12,6699855649.280001,16.18146324157715,128256708,142139,142139,0,1/1,1,造纸
42,300051,琏升科技,19.956850051879883,11.12,668063376,4088557286.7999997,4136836779.5199995,17.544658660888672,108483384,144339,144339,0,1/1,1,光伏设备
43,603248,锡华科技,10.0,31.02,1179755408,2149962636.36,14269200000.0,57.86622619628906,54907664,144621,144715,1,2/2,2,风电设备
44,002831,裕同科技,10.011573791503906,38.02,1317657232,19427962186.38,34997923422.08,7.3264594078063965,18511709,145509,145509,0,4/2,1,包装印刷
