序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
31,603165,荣晟环保,10.00735855102539,14.95,231957030,4375562875.45,4375562890.4,5.515353679656982,112303204,112318,112318,0,1/1,1,造纸
32,002068,黑猫股份,10.0578031539917,9.52,445282224,6997255415.92,7000486304.0,6.569748878479004,157294390,112927,112927,0,1/1,1,橡胶
33,601969,海南矿业,10.008136749267578,13.52,1192452560,26753282928.32,27016316421.12,4.569638252258301,144868841,130525,130525,0,1/1,1,油气开采
34,002229,鸿博股份,10.018439292907715,17.9,1157451360,8827640987.9,8881827635.199999,13.758369445800781,103367863,132530,132530,0,1/1,1,包装印刷
35,688316,青云科技-U,20.0,89.52,1008085744,4287840508.08,4287840508.08,25.253551483154297,85952001,133405,133405,0,1/1,1,IT服务Ⅱ
36,300113,顺网科技,19.983654022216797,29.36,3267717760,15220884629.36,20069500108.8,23.114463806152344,180759537,133712,135557,1,1/1,1,游戏Ⅱ
37,000973,佛塑科技,10.015174865722656,14.5,1147168688,14027635979.5,35644433136.0,8.586219787597656,105835471,135006,135006,0,1/1,1,塑料
38,001339,智微智能,9.995476722717285,72.96,1462266416,8710735038.72,18403929446.399998,17.844655990600586,56580480,135039,135039,0,1/1,1,计算机设
39,003035,南网能源,9.988518714904785,9.58,2163796080,36287878779.46,36287878750.72,6.240450859069824,201313267,140118,140118,0,1/1,1,电力
40,000066,中国长城,10.006373405456543,17.26,3710296240,55673680603.880005,55677292258.880005,6.966542720794678,298372083,140724,140724,0,1/1,1,计算机设
41,301396,宏景科技,20.002099990844727,114.29,2468802592,8695305947.460001,17545520446.63,31.517318725585938,32201207,140948,141348,2,1/1,1,IT服务Ⅱ
42,002261,拓维信息,10.01280403137207,42.96,13798037504,49217221991.76,54122360037.12,29.7503604888916,272697879,141033,141033,0,2/2,2,软件开发
