序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
32,603527,众源新材,10.035523414611816,12.39,682666416,3927273168.0,3927273168.0,17.733890533447266,18100798,110350,140305,4,1/1,1,工业金属
33,600121,郑州煤电,10.064239501953125,5.14,682120288,6262637875.32,6262637844.48,11.297298431396484,190812112,110459,110459,0,1/1,1,煤炭开采
34,600714,金瑞矿业,9.986129760742188,23.79,1319242416,6855713534.67,6855713510.88,19.951086044311523,12125763,130030,143251,8,1/1,1,化学原料
35,601038,一拖股份,10.013908386230469,15.82,427316832,11575577450.5,17776068329.6,3.8236777782440186,130931841,130211,130211,0,1/1,1,专用设备
36,601015,陕西黑猫,10.0,5.17,1011184560,10559712793.63,10559712757.44,9.969283103942871,251853091,130220,130220,0,1/1,1,焦炭Ⅱ
37,603281,江瀚新材,9.989943504333496,32.81,235221952,12249066688.54,12249066491.68,1.9835164546966553,41729070,130441,130441,0,1/1,1,化学制品
38,603092,德力佳,9.998510360717773,73.82,502504400,2469460597.2,29528007086.719997,20.877973556518555,19370368,130955,144149,4,1/1,1,风电设备
39,600821,金开新能,10.020242691040039,10.87,4826750464,21710253734.109997,21710253766.719997,23.483713150024414,231912656,131046,131046,0,10/5,1,电力
40,603507,振江股份,9.988680839538574,38.87,721297952,7065489573.089999,7163791803.089999,10.70268440246582,50267461,131221,131221,0,1/1,1,风电设备
41,603693,江苏新能,9.985734939575195,15.42,546478352,13746558069.6,13746558192.96,4.1658616065979,46339705,131740,131740,0,1/1,1,电力
42,002487,大金重工,10.007502555847168,73.32,1641388976,46259073903.119995,46759781902.079994,3.714078426361084,95790747,132127,132127,0,1/1,1,风电设备
43,300690,双一科技,19.987167358398438,37.4,1320198464,4143223574.6,6184049570.599999,33.34206771850586,23872420,132639,141824,4,1/1,1,风电设备
44,601868,中国能建,10.144927024841309,3.8,17458275072,123229165016.79999,158426421862.4,14.754374504089355,30659844,133322,145443,6,5/3,2,基础建设
45,000600,建投能源,9.969167709350586,10.7,1065117984,11663544373.199999,19294607908.8,9.493680000305176,93425980,134145,134145,0,1/1,1,电力
46,600956,新天绿能,10.0,9.46,863155424,22212918884.420002,42690075704.32001,4.005686283111572,12290432,134557,145633,2,1/1,1,电力
47,301068,大地海洋,20.0,35.16,225135886,3543348326.9999995,4968661488.719999,6.726478576660156,3612303,135406,145633,2,1/1,1,环境治理
48,605305,中际联合,9.997417449951172,42.58,729044768,9049101600.0,9049101600.0,8.396820068359375,112462083,140907,140907,0,1/1,1,工程机械
49,002869,金溢科技,10.022778511047363,24.15,279700416,3804065834.1,4272497032.6499996,7.629833221435547,151942381,141215,141215,0,1/1,1,计算机设
50,002652,扬子新材,10.040983200073242,5.37,275078576,2749783680.0,2749783680.0,10.627472877502441,35058259,141506,141506,0,1/1,1,装修建材
51,301396,宏景科技,20.00320053100586,149.98,3671849872,11410639478.519999,23024561699.059998,33.96055603027344,51053192,143848,143848,0,4/2,1,IT服务Ⅱ
52,603992,松霖科技,10.017093658447266,32.18,334868128,13941136960.46,13941136992.64,2.5368661880493164,78792923,144419,144419,0,1/1,1,家居用品
